voter_id,voter_name,date_of_birth,gender,nationality,registration_number,email,phone_number,cell_number,picture,registered_age,district_id,candidate_id,candidate_name,party_affiliation,biography,campaign_platform,photo_url,voting_time,vote,polling_station_id,vote_type
2beaf20a-8bd9-4b8c-ae4c-639bf3b220d0,Chad Ramirez,1957-10-30T03:33:33.700Z,male,GB,crazyrabbit475,chad.ramirez@example.com,017684 79506,07285 661103,https://randomuser.me/api/portraits/men/73.jpg,10,DIST_022,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:09:58,1,PS12233,invalid
cd265654-a48c-4e35-853c-162da431df7e,Patricia Sanders,1954-04-04T18:41:42.224Z,female,GB,silverbutterfly438,patricia.sanders@example.com,0113897 471 0545,07367 424466,https://randomuser.me/api/portraits/women/64.jpg,6,DIST_024,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:00,1,PS89012,invalid
36987163-2835-42ce-a390-d5e001432cea,Chloe Harvey,1997-01-18T18:59:07.677Z,female,GB,beautifulsnake435,chloe.harvey@example.com,01122 18967,07812 854171,https://randomuser.me/api/portraits/women/3.jpg,21,DIST_018,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:02,1,PS90123,invalid
6d5adb94-2ec8-4f7a-9731-ec34dcd51400,Isaac Sanders,1989-09-04T03:45:45.721Z,male,GB,bluebutterfly906,isaac.sanders@example.com,016977 96327,07320 817054,https://randomuser.me/api/portraits/men/31.jpg,18,DIST_003,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:04,1,PS12345,regular
3b177e0f-7b8d-4072-b1f8-93f3dac0929d,Dick Peters,1957-11-03T14:17:38.212Z,male,GB,yellowlion643,dick.peters@example.com,015394 28279,07568 308467,https://randomuser.me/api/portraits/men/20.jpg,3,DIST_019,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:06,1,PS45678,invalid
da3f417c-d05b-4d33-b07c-178c7e83b76d,Sheryl Payne,1973-10-13T09:42:24.536Z,female,GB,smallbutterfly517,sheryl.payne@example.com,015242 45700,07579 009164,https://randomuser.me/api/portraits/women/46.jpg,6,DIST_014,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:08,1,PS90123,regular
85c98d85-1dfd-4a33-99e8-b968d1d059a5,Jose Grant,1979-07-23T06:07:54.562Z,male,GB,whiteleopard758,jose.grant@example.com,016974 91709,07918 177406,https://randomuser.me/api/portraits/men/54.jpg,14,DIST_002,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:10,1,PS78901,invalid
e2525be2-ae3e-4ab7-9381-5cf6d2301b4a,Steve Cox,1987-07-11T23:12:20.710Z,male,GB,orangebutterfly398,steve.cox@example.com,017687 44937,07127 614148,https://randomuser.me/api/portraits/men/39.jpg,3,DIST_001,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:12,1,PS45678,regular
fd184c91-de25-46b9-9a7b-b31b522d9618,Tracey Simpson,1948-11-12T10:26:12.305Z,female,GB,silverpanda282,tracey.simpson@example.com,016973 64333,07969 627547,https://randomuser.me/api/portraits/women/30.jpg,7,DIST_003,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:14,1,PS34567,regular
26696f96-c52d-48cb-8ac6-ae298da75147,Avery Henry,1952-07-18T09:53:43.818Z,female,GB,happyostrich911,avery.henry@example.com,01864 31249,07090 758241,https://randomuser.me/api/portraits/women/53.jpg,9,DIST_007,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:16,1,PS23456,invalid
f4c4552e-de22-49b7-b2fd-5dc38fd60a6f,Victor Flores,1992-01-04T21:18:22.272Z,male,GB,whiteswan413,victor.flores@example.com,016977 6498,07264 221695,https://randomuser.me/api/portraits/men/22.jpg,6,DIST_008,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:18,1,PS01234,invalid
5ca6ec85-c9f7-4778-af87-f783eeaec7d8,Felix Rice,1972-07-07T06:12:10.011Z,male,GB,lazyladybug979,felix.rice@example.com,016977 09384,07924 594248,https://randomuser.me/api/portraits/men/23.jpg,12,DIST_017,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:20,1,PS23456,invalid
aa0e375b-f5ff-4133-9dc3-ba8eacc8fde8,Martha Nguyen,1976-06-03T05:17:42.223Z,female,GB,brownpanda712,martha.nguyen@example.com,015394 90075,07378 632290,https://randomuser.me/api/portraits/women/62.jpg,4,DIST_020,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:22,1,PS89012,regular
b12db335-9bde-46f2-9bcb-861a80a7cbd5,Megan Burton,1948-04-02T03:49:50.435Z,female,GB,sadlion450,megan.burton@example.com,015396 50382,07889 195815,https://randomuser.me/api/portraits/women/50.jpg,8,DIST_001,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:24,1,PS34567,regular
c01a55bf-ca17-4530-a6a7-5e389222f45e,Rosalyn Alvarez,1955-06-29T09:38:51.943Z,female,GB,heavyfrog929,rosalyn.alvarez@example.com,01462 933653,07479 964677,https://randomuser.me/api/portraits/women/59.jpg,11,DIST_018,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:26,1,PS89012,invalid
a04918c8-8f77-454d-9b9d-3c243f850bbb,Mary Bates,1953-01-13T14:00:18.911Z,female,GB,smallelephant825,mary.bates@example.com,016974 71094,07606 110098,https://randomuser.me/api/portraits/women/22.jpg,16,DIST_007,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:28,1,PS12233,invalid
c1e8f1be-2d71-4be3-afb9-0267cdd6ffd7,Paige Berry,1969-05-05T20:47:19.246Z,female,GB,organicbear255,paige.berry@example.com,016977 6645,07059 240114,https://randomuser.me/api/portraits/women/74.jpg,12,DIST_023,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:30,1,PS90123,regular
56c6b6ae-5e52-4a60-9f1d-05e1d474ace3,Flenn Henry,1964-08-08T22:13:59.480Z,male,GB,bigsnake151,flenn.henry@example.com,0161 136 1212,07533 157361,https://randomuser.me/api/portraits/men/7.jpg,4,DIST_021,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:32,1,PS34567,regular
b173bc3f-baaa-4187-a579-096a04ceb9a1,Mary Bishop,1969-05-12T08:38:54.943Z,female,GB,purplebear621,mary.bishop@example.com,019467 82750,07019 282487,https://randomuser.me/api/portraits/women/2.jpg,9,DIST_023,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:34,1,PS89012,invalid
8df1715c-12e8-40b0-b492-5376d4dfe354,Kayla Steward,1970-02-09T15:41:21.964Z,female,GB,blackfrog319,kayla.steward@example.com,017683 02671,07952 735596,https://randomuser.me/api/portraits/women/80.jpg,14,DIST_018,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:36,1,PS34567,regular
db9416d2-8137-4b1f-ac1a-0c3633d62adc,Sharon Perkins,1956-03-15T11:43:20.726Z,female,GB,purplebear803,sharon.perkins@example.com,015396 99826,07320 214947,https://randomuser.me/api/portraits/women/23.jpg,14,DIST_014,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:38,1,PS45678,invalid
d9dc92b7-b013-4ea7-8336-04ebf62a43c4,Sebastian May,1959-06-02T18:52:45.766Z,male,GB,bluegorilla104,sebastian.may@example.com,026 2588 3747,07007 888377,https://randomuser.me/api/portraits/men/74.jpg,4,DIST_008,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:40,1,PS90123,invalid
f56b0c0c-76fd-4f29-9acd-024466775c15,Tracey Hall,1960-04-20T13:44:46.038Z,female,GB,ticklishbear225,tracey.hall@example.com,0141 547 1088,07806 142064,https://randomuser.me/api/portraits/women/39.jpg,16,DIST_015,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:42,1,PS12233,invalid
5a207c54-9d50-44cd-a910-7ca428677b14,Eva Murphy,1981-08-03T13:53:25.019Z,female,GB,angrykoala811,eva.murphy@example.com,0111 995 2927,07625 206078,https://randomuser.me/api/portraits/women/16.jpg,17,DIST_019,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:44,1,PS67890,invalid
5e880b08-9abf-4d9d-89d4-7dc93579811e,Erin Walters,1987-07-17T09:53:36.246Z,female,GB,crazykoala838,erin.walters@example.com,01346 50096,07366 093318,https://randomuser.me/api/portraits/women/22.jpg,10,DIST_009,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:46,1,PS23456,regular
c7e10e72-dff2-48f3-8b89-6a08c113506a,Rachel Kelly,1945-12-09T03:37:47.481Z,female,GB,organicgorilla691,rachel.kelly@example.com,016974 68482,07936 433741,https://randomuser.me/api/portraits/women/75.jpg,11,DIST_001,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:48,1,PS90123,regular
fe04b5b0-edbc-498d-badf-3176fc3d55d7,Tracy Taylor,1948-09-21T15:15:46.378Z,male,GB,tinyzebra290,tracy.taylor@example.com,017687 06344,07014 995842,https://randomuser.me/api/portraits/men/43.jpg,12,DIST_025,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:50,1,PS01234,regular
88455be8-19e9-4c46-83da-ba16bde3cef1,Jordan Long,1982-07-12T11:31:41.245Z,male,GB,ticklishmouse734,jordan.long@example.com,029 6707 0391,07820 928454,https://randomuser.me/api/portraits/men/43.jpg,20,DIST_006,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:52,1,PS89012,regular
049a8e35-54a2-4ff6-85e0-b1a602a81acb,Antonio Garrett,1949-01-03T00:12:07.558Z,male,GB,tinybird754,antonio.garrett@example.com,01016 51677,07987 488727,https://randomuser.me/api/portraits/men/38.jpg,9,DIST_023,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:54,1,PS67890,invalid
f962ee6b-01b6-437a-aadb-35f80fe5d0a2,Tammy Moore,1998-04-23T01:34:26.533Z,female,GB,sadduck424,tammy.moore@example.com,025 6446 6305,07183 821008,https://randomuser.me/api/portraits/women/5.jpg,11,DIST_014,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:10:56,1,PS34567,invalid
9502ecfa-f360-4c0b-8bd5-8754fafcbf57,Kristin Grant,1964-07-07T08:54:22.311Z,female,GB,goldenleopard511,kristin.grant@example.com,015394 81649,07725 576931,https://randomuser.me/api/portraits/women/96.jpg,17,DIST_011,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:10:58,1,PS12233,regular
628d6c0f-4b22-4a9e-bc47-0bc708e80c8e,Ian Chapman,1985-01-12T11:50:59.138Z,male,GB,crazykoala124,ian.chapman@example.com,01922 528152,07886 319193,https://randomuser.me/api/portraits/men/45.jpg,6,DIST_009,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:11:00,1,PS12345,regular
c414a5de-ea6a-4748-8522-345259a55aed,Robert George,1958-11-13T17:09:29.801Z,male,GB,blackdog322,robert.george@example.com,015396 36310,07002 316345,https://randomuser.me/api/portraits/men/15.jpg,15,DIST_005,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:11:02,1,PS89012,regular
749603a7-cfc7-48fd-8e0c-ac2b88329e9e,Jen Garcia,1954-05-14T16:51:15.348Z,female,GB,silvermouse830,jen.garcia@example.com,016974 67145,07218 391559,https://randomuser.me/api/portraits/women/48.jpg,7,DIST_007,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:11:04,1,PS12345,invalid
29244a3f-984b-4fe2-8599-310021f9944c,Ava May,1945-03-10T10:49:25.238Z,female,GB,orangeduck184,ava.may@example.com,017687 36099,07960 581624,https://randomuser.me/api/portraits/women/12.jpg,22,DIST_025,2bf1aa80-fbe9-4eba-a033-19b317b5c081,Marc Castro,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/74.jpg,2024-09-18 13:11:06,1,PS90123,regular
4cf1cacb-5061-41f7-8dec-6458644db83a,Edward Russell,1960-05-17T04:40:50.698Z,male,GB,tinypeacock442,edward.russell@example.com,013873 22265,07075 053653,https://randomuser.me/api/portraits/men/52.jpg,15,DIST_011,97cb157d-1f64-4b4a-be82-9f59e4bc3d7a,Debbie Mitchell,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/59.jpg,2024-09-18 13:11:08,1,PS78901,invalid
b2537e1e-7824-4b37-996e-65511368e47e,Mitchell Carter,1962-09-27T21:23:05.852Z,male,GB,greentiger492,mitchell.carter@example.com,015395 99779,07584 033117,https://randomuser.me/api/portraits/men/7.jpg,15,DIST_021,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:24,1,PS12233,regular
af840463-1bcb-4319-a22a-a917471c0cd8,Lucas Or Luke Woods,1978-11-26T03:20:57.281Z,male,GB,blackmouse695,lucasorluke.woods@example.com,013873 39374,07718 604545,https://randomuser.me/api/portraits/men/48.jpg,21,DIST_004,965b76cf-563f-4cef-bfba-79be2be492c3,Debra Mills,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/86.jpg,2024-09-18 13:19:26,1,PS12345,invalid
9e842c11-b11d-49a5-b604-6f54bf7f2b92,Kevin Stone,2000-04-11T12:33:22.083Z,male,GB,beautifulfish454,kevin.stone@example.com,016977 06306,07630 646747,https://randomuser.me/api/portraits/men/29.jpg,15,DIST_001,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:28,1,PS89012,regular
3293d556-93bf-4f86-8bb3-acb2910a5784,Curtis Carr,1990-02-05T00:57:45.146Z,male,GB,silverduck692,curtis.carr@example.com,016977 03821,07222 037960,https://randomuser.me/api/portraits/men/14.jpg,7,DIST_024,f4f5ddb2-cb84-4d03-baf1-eadf45e25e20,Brett Watkins,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/84.jpg,2024-09-18 13:19:30,1,PS56789,regular
b2537e1e-7824-4b37-996e-65511368e47e,Mitchell Carter,1962-09-27T21:23:05.852Z,male,GB,greentiger492,mitchell.carter@example.com,015395 99779,07584 033117,https://randomuser.me/api/portraits/men/7.jpg,15,DIST_021,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:24,1,PS12233,regular
af840463-1bcb-4319-a22a-a917471c0cd8,Lucas Or Luke Woods,1978-11-26T03:20:57.281Z,male,GB,blackmouse695,lucasorluke.woods@example.com,013873 39374,07718 604545,https://randomuser.me/api/portraits/men/48.jpg,21,DIST_004,965b76cf-563f-4cef-bfba-79be2be492c3,Debra Mills,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/86.jpg,2024-09-18 13:19:26,1,PS12345,invalid
9e842c11-b11d-49a5-b604-6f54bf7f2b92,Kevin Stone,2000-04-11T12:33:22.083Z,male,GB,beautifulfish454,kevin.stone@example.com,016977 06306,07630 646747,https://randomuser.me/api/portraits/men/29.jpg,15,DIST_001,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:28,1,PS89012,regular
3293d556-93bf-4f86-8bb3-acb2910a5784,Curtis Carr,1990-02-05T00:57:45.146Z,male,GB,silverduck692,curtis.carr@example.com,016977 03821,07222 037960,https://randomuser.me/api/portraits/men/14.jpg,7,DIST_024,f4f5ddb2-cb84-4d03-baf1-eadf45e25e20,Brett Watkins,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/84.jpg,2024-09-18 13:19:30,1,PS56789,regular
54d81e9e-be7f-447e-8c62-cb67aa3936b1,Ella Gilbert,1967-02-07T13:33:45.512Z,female,GB,blackpeacock729,ella.gilbert@example.com,013873 72697,07006 017381,https://randomuser.me/api/portraits/women/66.jpg,13,DIST_009,f4f5ddb2-cb84-4d03-baf1-eadf45e25e20,Brett Watkins,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/84.jpg,2024-09-18 13:19:32,1,PS89012,regular
20c12b68-573b-4f34-820c-b20423c5a70d,Becky Arnold,1946-12-04T12:13:16.551Z,female,GB,silverpeacock229,becky.arnold@example.com,016973 36298,07781 605575,https://randomuser.me/api/portraits/women/18.jpg,16,DIST_008,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:34,1,PS90123,invalid
b2537e1e-7824-4b37-996e-65511368e47e,Mitchell Carter,1962-09-27T21:23:05.852Z,male,GB,greentiger492,mitchell.carter@example.com,015395 99779,07584 033117,https://randomuser.me/api/portraits/men/7.jpg,15,DIST_021,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:24,1,PS12233,regular
af840463-1bcb-4319-a22a-a917471c0cd8,Lucas Or Luke Woods,1978-11-26T03:20:57.281Z,male,GB,blackmouse695,lucasorluke.woods@example.com,013873 39374,07718 604545,https://randomuser.me/api/portraits/men/48.jpg,21,DIST_004,965b76cf-563f-4cef-bfba-79be2be492c3,Debra Mills,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/86.jpg,2024-09-18 13:19:26,1,PS12345,invalid
9e842c11-b11d-49a5-b604-6f54bf7f2b92,Kevin Stone,2000-04-11T12:33:22.083Z,male,GB,beautifulfish454,kevin.stone@example.com,016977 06306,07630 646747,https://randomuser.me/api/portraits/men/29.jpg,15,DIST_001,4b05e3eb-b4ea-4ed3-8904-6f78931d91e2,Ed Garza,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/49.jpg,2024-09-18 13:19:28,1,PS89012,regular
